trade_date,ts_code,name,close,pre_close,amount,vol,turnover_rate,etf_share,etf_aum,unit_nav,aum_source,turnover_rate_source,pct_1d,pct_3d,pct_5d,turnover_ma10,turnover_change_degree,aum_ma10,aum_change_rate,share_ma10,share_change_rate,highest_price_date
20251208,159120.SZ,港股科技30ETF,0.955,0.957,9775.884,102044.06,600.1728010132377,17002.4466,16295.14482144,0.9584,proxy_unit_nav_share,proxy_vol_share,-0.002089864158829724,,,714.2781145391159,0.8402508613896087,16302.795922410001,0.9995306878030974,17002.4466,1.0,20251205
20251209,159120.SZ,港股科技30ETF,0.942,0.955,7925.45,83748.07,492.56481711285016,17002.4466,16036.70763312,0.9432,proxy_unit_nav_share,proxy_vol_share,-0.013612565445026203,,,640.373682063694,0.769183417290809,16214.099825980002,0.9890593869062183,17002.4466,1.0,20251205
20251210,159120.SZ,港股科技30ETF,0.947,0.942,8940.898,94984.0,558.649012313322,17002.4466,16165.926227279999,0.9508,proxy_unit_nav_share,proxy_vol_share,0.005307855626327074,-0.010449320794148398,,619.942514626101,0.9011303453679955,16202.056426305,0.9977700238738619,17002.4466,1.0,20251205
20251211,159120.SZ,港股科技30ETF,0.938,0.947,11199.826,118486.09,696.8767071440178,17002.4466,15980.599559339998,0.9399,proxy_unit_nav_share,proxy_vol_share,-0.009503695881731833,-0.017801047120418856,,635.3293531296844,1.0968747212939969,16157.765052912,0.9890352723293205,17002.4466,1.0,20251205
20251212,159120.SZ,港股科技30ETF,0.953,0.938,12949.984,136639.04,803.6434003562758,17002.4466,16259.43968358,0.9563,proxy_unit_nav_share,proxy_vol_share,0.015991471215351938,0.011677282377919429,-0.004179728317659337,663.3816943341163,1.2114343932311098,16174.71082469,1.005238353860439,17002.4466,1.0,20251205
20251215,159120.SZ,港股科技30ETF,0.931,0.953,9746.296,104162.08,612.6299493862255,17002.4466,15839.479252559999,0.9316,proxy_unit_nav_share,proxy_vol_share,-0.023084994753410193,-0.0168954593453009,-0.025130890052355914,656.1314450558463,0.9337000291672987,16126.820600099998,0.982182393252504,17002.4466,1.0,20251205
20251216,159120.SZ,港股科技30ETF,0.91,0.931,13022.41,142919.11,840.5796728101471,17002.4466,15550.43766036,0.9146,proxy_unit_nav_share,proxy_vol_share,-0.022556390977443663,-0.02985074626865658,-0.03397027600849245,679.1874735251338,1.2376254062039043,16054.7727326325,0.9685865953588118,17002.4466,1.0,20251205
20251217,159120.SZ,港股科技30ETF,0.918,0.91,11037.972,120573.0,709.1508818501451,17002.4466,15708.56041374,0.9239,proxy_unit_nav_share,proxy_vol_share,0.00879120879120876,-0.036726128016788984,-0.03062302006335793,682.5167411168018,1.039023424817041,16016.3046972,0.9807855626326965,17002.4466,1.0,20251205
20251218,159120.SZ,港股科技30ETF,0.907,0.918,9139.348,100599.02,591.6737888769491,17002.4466,15558.93888366,0.9151,proxy_unit_nav_share,proxy_vol_share,-0.011982570806100212,-0.025778732545649885,-0.03304904051172697,673.4324458928164,0.8785941225218601,15970.568115846001,0.9742257614632016,17002.4466,1.0,20251205
20251219,159120.SZ,港股科技30ETF,0.921,0.907,8732.421,94937.33,558.374522405499,17002.4466,15713.66114772,0.9242,proxy_unit_nav_share,proxy_vol_share,0.015435501653803696,0.012087912087912045,-0.03357817418677855,646.4315553268668,0.8637798043803075,15910.889528279999,0.9876041889292585,17002.4466,1.0,20251205
20251222,159120.SZ,港股科技30ETF,0.926,0.921,11428.663,122842.08,722.4964905933009,17002.4466,15844.579986539999,0.9319,proxy_unit_nav_share,proxy_vol_share,0.005428881650380024,0.008714596949891185,-0.00537056928034374,658.6639242848732,1.0969121944514149,15865.833044789999,0.9986604511600493,17002.4466,1.0,20251205
20251223,159120.SZ,港股科技30ETF,0.919,0.926,8869.711,96104.1,565.2368877312045,17002.4466,15723.862615679998,0.9248,proxy_unit_nav_share,proxy_vol_share,-0.0075593952483801186,0.013230429988974723,0.009890109890109855,665.9311313467086,0.8487918061258516,15834.548543046001,0.9930098463454702,17002.4466,1.0,20251205
20251224,159120.SZ,港股科技30ETF,0.92,0.919,6717.951,72851.38,428.4758641735714,17002.4466,15728.96334966,0.9251,proxy_unit_nav_share,proxy_vol_share,0.0010881392818280489,-0.0010857763300760048,0.002178649237472685,652.9138165327337,0.6562517951434558,15790.852255284,0.9960807115016043,17002.4466,1.0,20251205
20251225,159120.SZ,港股科技30ETF,0.92,0.92,4153.151,45025.03,264.81500609447585,17002.4466,15711.96090306,0.9241,proxy_unit_nav_share,proxy_vol_share,0.0,-0.006479481641468721,0.014332965821389099,609.7076464277794,0.43433112188440215,15763.988389656,0.996699598774753,17002.4466,1.0,20251205
20251226,159120.SZ,港股科技30ETF,0.923,0.92,3210.381,34767.01,204.48239490427218,17002.4466,15705.159924419999,0.9237,proxy_unit_nav_share,proxy_vol_share,0.003260869565217428,0.0043525571273121955,0.0021715526601520097,549.791545882579,0.3719271357219891,15708.560413740002,0.9997835263556659,17002.4466,1.0,20251205
20251229,159120.SZ,港股科技30ETF,0.915,0.923,13992.752,151277.11,889.7373040418782,17002.4466,15547.03717104,0.9144,proxy_unit_nav_share,proxy_vol_share,-0.008667388949079147,-0.005434782608695676,-0.011879049676025932,577.5022813481444,1.5406645701292123,15679.316205588,0.9915634691708777,17002.4466,1.0,20251205
20251230,159120.SZ,港股科技30ETF,0.923,0.915,18492.822,200312.24,1192.1611463416286,16802.4466,15579.22848752,0.9272,proxy_unit_nav_share,proxy_vol_share,0.008743169398907069,0.003260869565217428,0.0043525571273121955,612.6604287012925,1.945875872657146,15682.195288303998,0.9934341590006348,16982.4466,0.9894008204919073,20251205
20251231,159120.SZ,港股科技30ETF,0.917,0.923,4213.025,45899.73,292.30941629185355,15702.4466,14465.09380792,0.9212,proxy_unit_nav_share,proxy_vol_share,-0.00650054171180936,-0.00650054171180936,-0.003260869565217428,570.9762821454633,0.5119466875112408,15557.848627721998,0.9297618298037137,16852.4466,0.9317606501123701,20251205
20260105,159120.SZ,港股科技30ETF,0.956,0.917,17266.427,181257.38,1154.3257214452174,15702.4466,15097.9024059,0.9615,proxy_unit_nav_share,proxy_vol_share,0.04252998909487449,0.04480874316939887,0.03913043478260869,627.2414754022901,1.8403210991506491,15511.744979945997,0.9733206950874306,16722.446600000003,0.9390041406979285,20251205
20260106,159120.SZ,港股科技30ETF,0.963,0.956,8593.889,89109.76,582.3236135324922,15302.4466,14803.58684084,0.9674,proxy_unit_nav_share,proxy_vol_share,0.007322175732217495,0.04333694474539529,0.04333694474539529,629.6363845149896,0.9248569934233669,15420.737549258,0.9599791704873614,16552.446600000003,0.9244824629127634,20260106
20260107,159120.SZ,港股科技30ETF,0.945,0.963,9559.346,100896.03,659.3457414842409,15302.4466,14635.25992824,0.9564,proxy_unit_nav_share,proxy_vol_share,-0.01869158878504673,0.030534351145037997,0.032786885245901454,623.3213096040835,1.057794321042929,15299.805543428,0.9565650940267373,16382.4466,0.9340757808421607,20260106
20260108,159120.SZ,港股科技30ETF,0.938,0.945,7559.348,80443.36,525.6895325483442,15302.4466,14492.94717486,0.9471,proxy_unit_nav_share,proxy_vol_share,-0.007407407407407418,-0.01882845188284521,0.01625135427952329,619.3665740857974,0.8487534757978776,15176.713999345997,0.9549463194394082,16212.4466,0.9438702854385963,20260106
20260109,159120.SZ,港股科技30ETF,0.946,0.938,7483.249,79029.16,516.4478731133099,15302.4466,14548.035982619998,0.9507,proxy_unit_nav_share,proxy_vol_share,0.008528784648187626,-0.017653167185877505,0.0316248636859322,628.1637749797712,0.8221548164408893,15058.621262641998,0.9660934908238459,16042.4466,0.9538723725594325,20260106
20260112,159120.SZ,港股科技30ETF,0.973,0.946,14268.955,147812.6,965.940962669329,15302.4466,15072.909900999999,0.985,proxy_unit_nav_share,proxy_vol_share,0.02854122621564481,0.029629629629629672,0.01778242677824271,698.2763706372566,1.383321852618037,14994.716162435998,1.0052147528313933,15872.4466,0.9640887120703875,20260112
20260113,159120.SZ,港股科技30ETF,0.972,0.973,20903.084,212232.36,1396.040818850829,15202.4466,14998.73381556,0.9866,proxy_unit_nav_share,proxy_vol_share,-0.0010277492291880241,0.03624733475479758,0.009345794392523477,817.4322130319124,1.7078368048071135,14924.073551549998,1.0050026732816688,15692.4466,0.9687747862082895,20260112
20260114,159120.SZ,港股科技30ETF,0.986,0.972,34858.058,352749.54,2351.280090542032,15002.4466,14982.94341942,0.9987,proxy_unit_nav_share,proxy_vol_share,0.014403292181069949,0.04228329809725162,0.04338624338624353,963.5864916819277,2.4401339276123553,14867.664176388,1.0077536889227752,15492.4466,0.9683716837855681,20260114
20260115,159120.SZ,港股科技30ETF,0.979,0.986,15785.013,160802.07,1079.0313450947042,14902.4466,14795.14898448,0.9928,proxy_unit_nav_share,proxy_vol_share,-0.007099391480730244,0.006166495375128367,0.04371002132196167,952.2735115572352,1.1331107418184763,14789.256226084,1.0003984485971382,15302.446600000001,0.9738603890962114,20260114
20260116,159120.SZ,港股科技30ETF,0.982,0.979,25511.686,258398.52,1745.6473715635632,14802.4466,14704.75045244,0.9934,proxy_unit_nav_share,proxy_vol_share,0.003064351378958108,0.010288065843621519,0.038054968287526414,1097.6073070844063,1.5904115800764456,14813.221890536,0.9926773905840631,15212.446600000001,0.9730483852610532,20260114
20260119,159120.SZ,港股科技30ETF,0.961,0.982,14670.811,151696.15,1031.77487480213,14702.4466,14290.7780952,0.972,proxy_unit_nav_share,proxy_vol_share,-0.02138492871690434,-0.02535496957403649,-0.012332990750256956,1085.3522224200974,0.9506359811025201,14732.509459466,0.9700165565492186,15112.4466,0.9728700447484129,20260114
20260120,159120.SZ,港股科技30ETF,0.951,0.961,16303.318,170880.15,1162.2565593946792,14702.4466,14052.59846028,0.9558,proxy_unit_nav_share,proxy_vol_share,-0.010405827263267442,-0.02860061287027582,-0.021604938271604923,1143.3455170063162,1.0165400940547515,14657.41062141,0.9587367662166363,15052.4466,0.9767479660083963,20260114
20260121,159120.SZ,港股科技30ETF,0.959,0.951,13524.073,142011.22,965.9019608341921,14702.4466,14258.43271268,0.9698,proxy_unit_nav_share,proxy_vol_share,0.008412197686645584,-0.023421588594704668,-0.02738336713995948,1174.0011389413114,0.8227436318377181,14619.727899853999,0.9752871469531518,14992.4466,0.9806569262684585,20260114
20260122,159120.SZ,港股科技30ETF,0.96,0.959,7730.635,80355.06,554.0793372064545,14502.4466,14089.1268719,0.9715,proxy_unit_nav_share,proxy_vol_share,0.0010427528675704956,-0.0010405827263267886,-0.019407558733401498,1176.8401194071223,0.4708195514999887,14579.345869558,0.9663757892813567,14912.4466,0.9725061882199799,20260114
20260123,159120.SZ,港股科技30ETF,0.971,0.96,20171.752,207899.0,1433.544323479874,14502.4466,14219.6488913,0.9805,proxy_unit_nav_share,proxy_vol_share,0.011458333333333348,0.02103049421661418,-0.011201629327902252,1268.5497644437787,1.1300654997231745,14546.507160426001,0.977530120081663,14832.4466,0.977751478977177,20260114
20260126,159120.SZ,港股科技30ETF,0.96,0.971,11039.573,114880.43,832.3193222859489,13802.4466,13326.262192299999,0.9655,proxy_unit_nav_share,proxy_vol_share,-0.011328527291452173,0.0010427528675704956,-0.0010405827263267886,1255.1876004054407,0.6631035249369097,14371.842389556,0.9272480055851556,14682.4466,0.9400644848931377,20260114
20260127,159120.SZ,港股科技30ETF,0.974,0.96,14890.08,154063.16,1116.2018188862257,13802.4466,13502.93350878,0.9783,proxy_unit_nav_share,proxy_vol_share,0.014583333333333393,0.014583333333333393,0.024185068349106276,1227.2037004089802,0.9095489351231896,14222.262358878,0.9494223329631538,14542.446600000001,0.9491144770646776,20260114
20260128,159120.SZ,港股科技30ETF,0.991,0.974,19843.81,201305.47,1479.921045968304,13602.4466,13616.049046599997,1.001,proxy_unit_nav_share,proxy_vol_share,0.017453798767967266,0.02059732234809486,0.033368091762252305,1140.0677959516076,1.298099157982989,14085.572921595998,0.966666327482063,14402.4466,0.9444538818842071,20260128
20260129,159120.SZ,港股科技30ETF,0.982,0.991,21093.925,212926.84,1576.950061776212,13502.4466,13414.6806971,0.9935,proxy_unit_nav_share,proxy_vol_share,-0.00908173562058523,0.022916666666666696,0.022916666666666696,1189.8596676197585,1.325324409836333,13947.526092858,0.9617964223755173,14262.4466,0.9467132097798704,20260128
20260130,159120.SZ,港股科技30ETF,0.967,0.982,21243.38,219274.01,1623.9576166885192,13502.4466,13086.571244719999,0.9692,proxy_unit_nav_share,proxy_vol_share,-0.01527494908350302,-0.007186858316221789,-0.004119464469618972,1177.6906921322538,1.3789338979560772,13785.708172085997,0.9492853817418211,14132.4466,0.9554217314360841,20260128
20260202,159120.SZ,港股科技30ETF,0.93,0.967,10969.401,116659.0,876.9740146898993,13302.4466,12501.639314679998,0.9398,proxy_unit_nav_share,proxy_vol_share,-0.03826266804550149,-0.061553985872855654,-0.03124999999999989,1162.210606121031,0.7545740936032831,13606.794294034,0.9187791807921603,13992.446600000001,0.9506876803088888,20260128
20260203,159120.SZ,港股科技30ETF,0.929,0.93,28346.689,308417.01,2318.4983881085454,13302.4466,12360.633380719999,0.9292,proxy_unit_nav_share,proxy_vol_share,-0.0010752688172043223,-0.05397148676171071,-0.04620123203285409,1277.8347889924175,1.814396045623941,13437.597786078,0.9198543949221498,13852.4466,0.9602958224000662,20260128
20260204,159120.SZ,港股科技30ETF,0.909,0.929,24439.554,269963.0,2044.7952427241783,13202.4466,11940.29270504,0.9044,proxy_unit_nav_share,proxy_vol_share,-0.02152852529601723,-0.05997931747673213,-0.08274470232088793,1385.7241171814162,1.4756149635926974,13205.783785313999,0.9041714523842699,13702.4466,0.9635101661333969,20260128
20260205,159120.SZ,港股科技30ETF,0.902,0.909,33071.651,371134.02,2594.898833602357,14302.4466,13028.09860794,0.9109,proxy_unit_nav_share,proxy_vol_share,-0.007700770077007757,-0.03010752688172047,-0.08146639511201625,1589.8060668210064,1.6322109267019878,13099.680958918,0.9945355653162479,13682.4466,1.0453135333267078,20260128
20260206,159120.SZ,港股科技30ETF,0.897,0.902,11505.195,128143.0,889.7307767140064,14402.4466,12923.315334179999,0.8973,proxy_unit_nav_share,proxy_vol_share,-0.005543237250554278,-0.03444564047362764,-0.07238883143743535,1535.4247121444196,0.5794688399090452,12970.047603206,0.9963969084419976,13672.446600000001,1.0533920534749062,20260128
20260209,159120.SZ,港股科技30ETF,0.912,0.897,22139.147,243780.0,1692.6290842834994,14402.4466,13083.182491439999,0.9084,proxy_unit_nav_share,proxy_vol_share,0.01672240802675584,0.0033003300330032292,-0.01935483870967747,1621.4556883441746,1.0438947523826612,12945.73963312,1.0106168409233542,13732.4466,1.0487895580092772,20260128
20260210,159120.SZ,港股科技30ETF,0.908,0.912,13343.809,146248.0,1015.4385852748102,14402.4466,13117.74836328,0.9108,proxy_unit_nav_share,proxy_vol_share,-0.004385964912280715,0.006651884700665134,-0.0226049515608181,1611.3793649830332,0.6301673009729165,12907.22111857,1.016310811039497,13792.4466,1.0442271061611361,20260128
20260211,159120.SZ,港股科技30ETF,0.913,0.908,12442.09,136100.0,944.9783344449269,14402.4466,13222.88622346,0.9181,proxy_unit_nav_share,proxy_vol_share,0.005506607929515406,0.01783723522853964,0.004400440044004306,1557.8850938306953,0.6065776854705712,12867.904836255999,1.0275865723069246,13872.4466,1.0382052290617576,20260128
20260212,159120.SZ,港股科技30ETF,0.903,0.913,12960.593,143383.0,995.5461317245919,14402.4466,13064.45931086,0.9071,proxy_unit_nav_share,proxy_vol_share,-0.010952902519167584,-0.009868421052631637,0.0011086474501109667,1499.7447008255333,0.6638104013146999,12832.882697632,1.018045564561323,13962.446600000001,1.0315131017224444,20260128
20260213,159120.SZ,港股科技30ETF,0.901,0.903,17103.192,191386.0,1301.7289244907035,14702.4466,13241.02340796,0.9006,proxy_unit_nav_share,proxy_vol_share,-0.0022148394241418012,-0.00770925110132159,0.004459308807134965,1467.521831605752,0.8870252533595095,12848.327913956,1.030563937707213,14082.4466,1.0440264406896456,20260128
20260224,159120.SZ,港股科技30ETF,0.874,0.901,33129.709,377426.0,2532.6445390517288,14902.4466,13120.113986639999,0.8804,proxy_unit_nav_share,proxy_vol_share,-0.029966703662597127,-0.042716319824753546,-0.04166666666666674,1633.0888840419348,1.5508307991071324,12910.175381152,1.0162614836196955,14242.4466,1.0463403527874207,20260128
20260225,159120.SZ,港股科技30ETF,0.874,0.874,15450.289,176383.0,1019.4107462236005,17302.4466,15181.166646839998,0.8774,proxy_unit_nav_share,proxy_vol_share,0.0,-0.032115171650055396,-0.037444933920704915,1503.1801198534404,0.6781693908531685,13192.228707763998,1.1507658776341145,14642.4466,1.18166362990185,20260128
20260226,159120.SZ,港股科技30ETF,0.856,0.874,21408.317,247811.45,1432.233577880252,17302.4466,14812.62453426,0.8561,proxy_unit_nav_share,proxy_vol_share,-0.020594965675057253,-0.049944506104328545,-0.06243154435925524,1441.9239533690477,0.9932795516253445,13479.461890685998,1.0989032540308739,15052.446600000001,1.1494773613745952,20260128
20260227,159120.SZ,港股科技30ETF,0.858,0.856,52014.93,607854.17,3513.1110880007,17302.4466,14850.689916779998,0.8583,proxy_unit_nav_share,proxy_vol_share,0.002336448598130758,-0.01830663615560646,-0.04983388704318936,1533.745178808882,2.2905441767901813,13661.72102157,1.0870292178659466,15352.446600000001,1.1270155859066788,20260128
20260302,159120.SZ,港股科技30ETF,0.823,0.858,55427.97,670201.48,3583.4962897314194,18702.4466,15414.55648772,0.8242,proxy_unit_nav_share,proxy_vol_share,-0.0407925407925408,-0.05835240274599551,-0.08657047724750289,1803.1217301106233,1.9873845619461135,13910.845136924001,1.1080963331842901,15782.4466,1.1850156743124987,20260128
20260303,159120.SZ,港股科技30ETF,0.801,0.823,21510.42,265173.5,1306.1159830855065,20302.4466,16256.168992619998,0.8007,proxy_unit_nav_share,proxy_vol_share,-0.026731470230862642,-0.06425233644859807,-0.08352402745995413,1764.470419990824,0.7402311584754698,14228.143787042,1.1425361759012431,16372.4466,1.2400374297143837,20260128
20260304,159120.SZ,港股科技30ETF,0.79,0.801,18035.926,227157.25,1118.8663833254461,20302.4466,16181.0499402,0.797,proxy_unit_nav_share,proxy_vol_share,-0.013732833957553092,-0.07925407925407923,-0.09610983981693355,1774.8131997958876,0.630413602656393,14534.473944734,1.1132876223609436,16962.4466,1.1969055572443188,20260128
20260305,159120.SZ,港股科技30ETF,0.793,0.79,16039.339,200179.16,985.9854033552784,20302.4466,16069.3864839,0.7915,proxy_unit_nav_share,proxy_vol_share,0.0037974683544304,-0.03645200486026723,-0.07359813084112143,1778.913906686923,0.5542625754113042,14819.123970777999,1.084368179629741,17552.4466,1.1566733152744644,20260128
20260306,159120.SZ,港股科技30ETF,0.811,0.793,20628.557,256775.01,1277.332133293666,20102.4466,16262.879299400001,0.809,proxy_unit_nav_share,proxy_vol_share,0.022698612862547263,0.012484394506866447,-0.054778554778554644,1807.09250684383,0.7068437993385215,15138.965969631998,1.0742397685563543,18122.4466,1.1092567711028598,20260128
20260309,159120.SZ,港股科技30ETF,0.8,0.811,28967.351,367122.84,1826.2594961948562,20102.4466,,,missing,proxy_vol_share,-0.013563501849568449,0.012658227848101333,-0.0279465370595382,1859.5455640142457,0.9820998912511001,15349.848476484443,,18662.4466,1.0771603011579414,20260128
20260310,159120.SZ,港股科技30ETF,,,,,,20102.4466,,,missing,missing,,,,1784.7567890100806,,15628.565287714999,,19182.446600000003,1.0479605140670636,20260128
20251205,159121.SZ,港股通汽车ETF易方达,0.986,0.971,12753.862,129383.6,638.9909119776877,20248.1127,20069.92930824,0.9912,proxy_unit_nav_share,proxy_vol_share,,,,638.9909119776877,1.0,20069.92930824,1.0,20248.1127,1.0,20251205
20251208,159121.SZ,港股通汽车ETF易方达,0.991,0.986,13486.552,136217.66,672.7425020703287,20248.1127,20150.92175904,0.9952,proxy_unit_nav_share,proxy_vol_share,0.005070993914807254,,,655.8667070240082,1.0257305255253684,20110.425533640002,1.0020136931131696,20248.1127,1.0,20251208
20251209,159121.SZ,港股通汽车ETF易方达,0.98,0.991,5756.46,58376.54,289.73701343252856,20148.1127,19769.328181240002,0.9812,proxy_unit_nav_share,proxy_vol_share,-0.011099899091826404,,,533.8234758268483,0.5427580961735524,19996.726416173333,0.9886282269307134,20214.77936666667,0.9967020828940335,20251208
20251210,159121.SZ,港股通汽车ETF易方达,0.975,0.98,4993.638,51337.18,254.79895196337668,20148.1127,19678.661674090003,0.9767,proxy_unit_nav_share,proxy_vol_share,-0.005102040816326481,-0.011156186612576113,,464.06734486098037,0.5490559824667393,19917.2102306525,0.9880229934915598,20198.1127,0.9975245211895466,20251208
20251211,159121.SZ,港股通汽车ETF易方达,0.962,0.975,5791.765,59879.53,297.19671957165497,20148.1127,19366.365927240004,0.9612,proxy_unit_nav_share,proxy_vol_share,-0.013333333333333308,-0.029263370332996974,,430.6932198031153,0.6900427169657182,19807.041369970004,0.977751576598506,20188.1127,0.9980186359867111,20251208
20251212,159121.SZ,港股通汽车ETF易方达,0.972,0.962,3492.703,36058.09,178.965099793193,20148.1127,19692.76535298,0.9774,proxy_unit_nav_share,proxy_vol_share,0.01039501039501034,-0.008163265306122436,-0.014198782961460488,388.738533134795,0.4603739648601722,19787.995367138337,0.9951874855238503,20181.446033333337,0.9983483178916773,20251208
20251215,159121.SZ,港股通汽车ETF易方达,0.959,0.972,3006.335,31226.35,154.98399510143696,20148.1127,19289.803098980003,0.9574,proxy_unit_nav_share,proxy_vol_share,-0.013374485596707841,-0.016410256410256396,-0.03229061553985879,355.3450277014581,0.43615073525566883,19716.825043115714,0.9783422562607356,20176.68412857143,0.9985839383523396,20251208
20251216,159121.SZ,港股通汽车ETF易方达,0.936,0.959,10406.021,111418.57,552.9975519741856,20148.1127,18923.10744784,0.9392,proxy_unit_nav_share,proxy_vol_share,-0.023983315954118734,-0.027027027027026973,-0.04489795918367334,380.05159323554903,1.455059159905818,19617.610343706252,0.9645979870280652,20173.1127,0.9987607266973728,20251208
20251217,159121.SZ,港股通汽车ETF易方达,0.936,0.936,4289.866,45967.26,228.14672860153297,20148.1127,18941.240749270004,0.9401,proxy_unit_nav_share,proxy_vol_share,0.0,-0.03703703703703698,-0.039999999999999925,363.17327494288054,0.6282035170055275,19542.45816654667,0.969235322795479,20170.334922222224,0.9988982720263242,20251208
20251218,159121.SZ,港股通汽车ETF易方达,0.924,0.936,5017.011,54091.32,268.4684208660397,20148.1127,18810.27801672,0.9336,proxy_unit_nav_share,proxy_vol_share,-0.012820512820512886,-0.03649635036496346,-0.03950103950103945,353.7027895351965,0.7590226280624931,19469.240151564,0.9661536798707028,20168.1127,0.9990083355692474,20251208
20251219,159121.SZ,港股通汽车ETF易方达,0.95,0.924,6841.521,72596.47,360.31399605978976,20148.1127,19257.56611866,0.9558,proxy_unit_nav_share,proxy_vol_share,0.02813852813852802,0.014957264957264904,-0.02263374485596714,325.8350979434067,1.105817017055577,19388.003832606,0.9932722463296282,20158.1127,0.9995039218130772,20251208
20251222,159121.SZ,港股通汽车ETF易方达,0.956,0.95,11013.127,114533.23,568.4563696132194,20148.1127,19380.469606130002,0.9619,proxy_unit_nav_share,proxy_vol_share,0.006315789473684275,0.02136752136752129,-0.0031282586027111536,315.40648469769576,1.802297660931295,19310.958617315002,1.0035995617924773,20148.1127,1.0,20251208
20251223,159121.SZ,港股通汽车ETF易方达,0.951,0.956,2303.482,24217.0,120.19488058551508,20148.1127,19291.817910250003,0.9575,proxy_unit_nav_share,proxy_vol_share,-0.005230125523012608,0.029220779220779036,0.01602564102564097,298.45227141299443,0.4027273105225959,19263.207590216003,1.0014852313613924,20148.1127,1.0,20251208
20251224,159121.SZ,港股通汽车ETF易方达,0.948,0.951,1255.006,13209.21,68.98439656666528,19148.1127,18317.08460882,0.9566,proxy_unit_nav_share,proxy_vol_share,-0.003154574132492094,-0.002105263157894721,0.012820512820512775,279.8708158733233,0.24648656685193424,19127.049883689,0.9576534133703644,20048.112700000005,0.9551079937813796,20251208
20251225,159121.SZ,港股通汽车ETF易方达,0.949,0.948,2786.015,29361.41,153.33840185722323,19148.1127,18297.93649612,0.9556,proxy_unit_nav_share,proxy_vol_share,0.001054852320675037,-0.007322175732217606,0.027056277056277,265.48498410188006,0.5775784358424562,19020.206940577,0.9620261521489477,19948.1127,0.9598959554705143,20251208
20251226,159121.SZ,港股通汽车ETF易方达,0.961,0.949,5569.968,58337.23,304.6630804507433,19148.1127,18288.36243977,0.9551,proxy_unit_nav_share,proxy_vol_share,0.012644889357218192,0.01051524710830698,0.011578947368421133,278.05478216763515,1.095694445805526,18879.766649256002,0.9686752373335448,19848.1127,0.9647321631743858,20251208
20251229,159121.SZ,港股通汽车ETF易方达,0.964,0.961,22410.159,229405.57,1198.0583861928073,19148.1127,18529.62865979,0.9677,proxy_unit_nav_share,proxy_vol_share,0.003121748178980255,0.016877637130801704,0.008368200836819994,382.3622212767722,3.1333074229778446,18803.749205337,0.9854220271418427,19748.1127,0.9696173498138888,20251208
20251230,159121.SZ,港股通汽车ETF易方达,0.969,0.964,5808.711,60156.62,315.81407012569804,19048.1127,18613.81573044,0.9772,proxy_unit_nav_share,proxy_vol_share,0.005186721991701226,0.021074815595363505,0.018927444794952786,358.6438730919234,0.8805784618680834,18772.820033597,0.9915300789720226,19638.1127,0.9699563797696303,20251208
20251231,159121.SZ,港股通汽车ETF易方达,0.956,0.969,6787.251,70025.48,373.50682236937905,18748.1127,18138.799037250003,0.9675,proxy_unit_nav_share,proxy_vol_share,-0.013415892672858587,-0.005202913631633721,0.00843881856540074,373.17988246870806,1.0008760919760953,18692.575862395002,0.9703745043368225,19498.1127,0.9615347386929403,20251208
20260105,159121.SZ,港股通汽车ETF易方达,0.956,0.956,11926.476,124842.52,665.8937995396197,18748.1127,18039.434039940003,0.9622,proxy_unit_nav_share,proxy_vol_share,0.0,-0.008298755186721962,0.007376185458377149,412.922420336066,1.6126365795242297,18615.491464717,0.9690549440572744,19358.112700000005,0.9684886636701933,20251208
20260106,159121.SZ,港股通汽车ETF易方达,0.972,0.956,7696.257,79431.42,423.67688562059897,18748.1127,18429.3947841,0.983,proxy_unit_nav_share,proxy_vol_share,0.01673640167364021,0.003095975232198178,0.01144640998959412,419.2587092921469,1.0105380669036346,18532.674331261,0.9944271644062299,19218.112700000005,0.9755439044750734,20251208
20260107,159121.SZ,港股通汽车ETF易方达,0.959,0.972,4883.325,50784.07,270.8756385916114,18748.1127,18183.794507730003,0.9699,proxy_unit_nav_share,proxy_vol_share,-0.013374485596707841,0.003138075313807498,-0.005186721991701226,389.50063618998615,0.6954433790949877,18413.006821421004,0.987551608712579,19078.112700000005,0.982702691550826,20251208
20260108,159121.SZ,港股通汽车ETF易方达,0.949,0.959,5661.155,59666.87,318.255340976268,18748.1127,18030.059983590003,0.9617,proxy_unit_nav_share,proxy_vol_share,-0.010427528675703845,-0.007322175732217606,-0.02063983488132093,409.30668222906144,0.7775473863340493,18286.831028755,0.9859586909967484,18938.1127,0.989967321294904,20251208
20260109,159121.SZ,港股通汽车ETF易方达,0.951,0.949,4200.55,44076.13,235.09635719226287,18748.1127,17958.81715533,0.9579,proxy_unit_nav_share,proxy_vol_share,0.0021074815595363283,-0.021604938271604923,-0.005230125523012608,425.9178782916212,0.5519757896410609,18251.004283406,0.9839906273902057,18898.1127,0.9920626994673388,20251208
20260112,159121.SZ,港股通汽车ETF易方达,0.946,0.951,11118.537,118259.88,630.7828520787588,18748.1127,17947.56828771,0.9573,proxy_unit_nav_share,proxy_vol_share,-0.00525762355415349,-0.013555787278414999,-0.010460251046025104,473.6623233137748,1.331714221358705,18215.967462565,0.9852657194625223,18858.1127,0.9941669666657575,20251208
